field_position_id,surface,message,message_variant,protocol,field_path,parent_path,field_name,field_kind,presence,cardinality,data_type,standard_document,standard_version,standard_reference,charging_relevance,relevance_reason,constraint_ids,scenario_ids,review_status
FP-0047,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.pccRules.refUmData,SmPolicyDecision.pccRules,refUmData,OpenAPI leaf field,O/C,1..1,"array<string>; minItems=1, maxItems=1, nullable",3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DIRECT,"Directly mapped to charging-threat candidate(s): T1-A11, T1-A12.",T1-R01 | T1-R04 | T1-R12,T1-A11 | T1-A12,REVIEWED
FP-0048,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.pccRules.refUmN3gData,SmPolicyDecision.pccRules,refUmN3gData,OpenAPI leaf field,O/C,1..1,"array<string>; minItems=1, maxItems=1, nullable",3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DIRECT,"Directly mapped to charging-threat candidate(s): T1-A11, T1-A12.",T1-R01 | T1-R04 | T1-R12,T1-A11 | T1-A12,REVIEWED
FP-0049,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.pccRules.refCondData,SmPolicyDecision.pccRules,refCondData,OpenAPI leaf field,O/C,,string; nullable,3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DIRECT,"Directly mapped to charging-threat candidate(s): T1-A11, T1-A12, T1-A28, T1-A29.",T1-R01 | T1-R04 | T1-R06 | T1-R12,T1-A11 | T1-A12 | T1-A28 | T1-A29,REVIEWED
FP-0050,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.pccRules.refQosMon,SmPolicyDecision.pccRules,refQosMon,OpenAPI leaf field,O/C,1..1,"array<string>; minItems=1, maxItems=1, nullable",3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DIRECT,"Directly mapped to charging-threat candidate(s): T1-A11, T1-A12.",T1-R01 | T1-R04 | T1-R12,T1-A11 | T1-A12,REVIEWED
FP-0051,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.pccRules.addrPreserInd,SmPolicyDecision.pccRules,addrPreserInd,OpenAPI leaf field,O/C,,boolean; nullable,3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DIRECT,"Directly mapped to charging-threat candidate(s): T1-A11, T1-A12.",T1-R01 | T1-R04 | T1-R12,T1-A11 | T1-A12,REVIEWED
FP-0052,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.pccRules.tscaiInputDl.periodicity,SmPolicyDecision.pccRules.tscaiInputDl,periodicity,OpenAPI leaf field,O/C,,Uinteger (TS29571_CommonData.yaml),3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DIRECT,"Directly mapped to charging-threat candidate(s): T1-A11, T1-A12.",T1-R01 | T1-R04 | T1-R12,T1-A11 | T1-A12,REVIEWED
FP-0053,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.pccRules.tscaiInputDl.burstArrivalTime,SmPolicyDecision.pccRules.tscaiInputDl,burstArrivalTime,OpenAPI leaf field,O/C,,DateTime (TS29571_CommonData.yaml),3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DIRECT,"Directly mapped to charging-threat candidate(s): T1-A11, T1-A12.",T1-R01 | T1-R04 | T1-R12,T1-A11 | T1-A12,REVIEWED
FP-0054,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.pccRules.tscaiInputDl.surTimeInNumMsg,SmPolicyDecision.pccRules.tscaiInputDl,surTimeInNumMsg,OpenAPI leaf field,O/C,,Uinteger (TS29571_CommonData.yaml),3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DIRECT,"Directly mapped to charging-threat candidate(s): T1-A11, T1-A12.",T1-R01 | T1-R04 | T1-R12,T1-A11 | T1-A12,REVIEWED
FP-0055,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.pccRules.tscaiInputDl.surTimeInTime,SmPolicyDecision.pccRules.tscaiInputDl,surTimeInTime,OpenAPI leaf field,O/C,,Uinteger (TS29571_CommonData.yaml),3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DIRECT,"Directly mapped to charging-threat candidate(s): T1-A11, T1-A12.",T1-R01 | T1-R04 | T1-R12,T1-A11 | T1-A12,REVIEWED
FP-0056,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.pccRules.tscaiInputUl.periodicity,SmPolicyDecision.pccRules.tscaiInputUl,periodicity,OpenAPI leaf field,O/C,,Uinteger (TS29571_CommonData.yaml),3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DIRECT,"Directly mapped to charging-threat candidate(s): T1-A11, T1-A12.",T1-R01 | T1-R04 | T1-R12,T1-A11 | T1-A12,REVIEWED
FP-0057,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.pccRules.tscaiInputUl.burstArrivalTime,SmPolicyDecision.pccRules.tscaiInputUl,burstArrivalTime,OpenAPI leaf field,O/C,,DateTime (TS29571_CommonData.yaml),3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DIRECT,"Directly mapped to charging-threat candidate(s): T1-A11, T1-A12.",T1-R01 | T1-R04 | T1-R12,T1-A11 | T1-A12,REVIEWED
FP-0058,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.pccRules.tscaiInputUl.surTimeInNumMsg,SmPolicyDecision.pccRules.tscaiInputUl,surTimeInNumMsg,OpenAPI leaf field,O/C,,Uinteger (TS29571_CommonData.yaml),3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DIRECT,"Directly mapped to charging-threat candidate(s): T1-A11, T1-A12.",T1-R01 | T1-R04 | T1-R12,T1-A11 | T1-A12,REVIEWED
FP-0059,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.pccRules.tscaiInputUl.surTimeInTime,SmPolicyDecision.pccRules.tscaiInputUl,surTimeInTime,OpenAPI leaf field,O/C,,Uinteger (TS29571_CommonData.yaml),3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DIRECT,"Directly mapped to charging-threat candidate(s): T1-A11, T1-A12.",T1-R01 | T1-R04 | T1-R12,T1-A11 | T1-A12,REVIEWED
FP-0060,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.pccRules.tscaiTimeDom,SmPolicyDecision.pccRules,tscaiTimeDom,OpenAPI leaf field,O/C,,Uinteger (TS29571_CommonData.yaml),3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DIRECT,"Directly mapped to charging-threat candidate(s): T1-A11, T1-A12.",T1-R01 | T1-R04 | T1-R12,T1-A11 | T1-A12,REVIEWED
FP-0061,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.pccRules.ddNotifCtrl.notifCtrlInds,SmPolicyDecision.pccRules.ddNotifCtrl,notifCtrlInds,OpenAPI leaf field,O/C,1..N,array<NotificationControlIndication>; minItems=1,3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DIRECT,"Directly mapped to charging-threat candidate(s): T1-A11, T1-A12.",T1-R01 | T1-R04 | T1-R12,T1-A11 | T1-A12,REVIEWED
FP-0062,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.pccRules.ddNotifCtrl.typesOfNotif,SmPolicyDecision.pccRules.ddNotifCtrl,typesOfNotif,OpenAPI leaf field,O/C,1..N,array<DlDataDeliveryStatus (TS29571_CommonData.yaml)>; minItems=1,3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DIRECT,"Directly mapped to charging-threat candidate(s): T1-A11, T1-A12.",T1-R01 | T1-R04 | T1-R12,T1-A11 | T1-A12,REVIEWED
FP-0063,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.pccRules.ddNotifCtrl2.notifCtrlInds,SmPolicyDecision.pccRules.ddNotifCtrl2,notifCtrlInds,OpenAPI leaf field,O/C,1..N,"array<NotificationControlIndication>; minItems=1, nullable",3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DIRECT,"Directly mapped to charging-threat candidate(s): T1-A11, T1-A12.",T1-R01 | T1-R04 | T1-R12,T1-A11 | T1-A12,REVIEWED
FP-0064,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.pccRules.ddNotifCtrl2.typesOfNotif,SmPolicyDecision.pccRules.ddNotifCtrl2,typesOfNotif,OpenAPI leaf field,O/C,1..N,"array<DlDataDeliveryStatus (TS29571_CommonData.yaml)>; minItems=1, nullable",3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DIRECT,"Directly mapped to charging-threat candidate(s): T1-A11, T1-A12.",T1-R01 | T1-R04 | T1-R12,T1-A11 | T1-A12,REVIEWED
FP-0065,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.pccRules.disUeNotif,SmPolicyDecision.pccRules,disUeNotif,OpenAPI leaf field,O/C,,boolean; nullable,3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DIRECT,"Directly mapped to charging-threat candidate(s): T1-A11, T1-A12.",T1-R01 | T1-R04 | T1-R12,T1-A11 | T1-A12,REVIEWED
FP-0066,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.pccRules.packFiltAllPrec,SmPolicyDecision.pccRules,packFiltAllPrec,OpenAPI leaf field,O/C,,Uinteger (TS29571_CommonData.yaml),3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DIRECT,"Directly mapped to charging-threat candidate(s): T1-A09, T1-A11, T1-A12.",T1-R01 | T1-R04 | T1-R05 | T1-R12,T1-A09 | T1-A11 | T1-A12,REVIEWED
FP-0068,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.qosDecs.qosId,SmPolicyDecision.qosDecs,qosId,OpenAPI leaf field,M,,string,3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T1-A01, T1-A02.",T1-R01 | T1-R02 | T1-R09,T1-A01 | T1-A02,REVIEWED
FP-0069,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.qosDecs.5qi,SmPolicyDecision.qosDecs,5qi,OpenAPI leaf field,O/C,,5Qi (TS29571_CommonData.yaml),3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T1-A02, T1-A26.",T1-R02 | T1-R09,T1-A02 | T1-A26,REVIEWED
FP-0070,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.qosDecs.maxbrUl,SmPolicyDecision.qosDecs,maxbrUl,OpenAPI leaf field,O/C,,BitRateRm (TS29571_CommonData.yaml),3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T1-A02, T1-A27.",T1-R02 | T1-R09,T1-A02 | T1-A27,REVIEWED
FP-0071,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.qosDecs.maxbrDl,SmPolicyDecision.qosDecs,maxbrDl,OpenAPI leaf field,O/C,,BitRateRm (TS29571_CommonData.yaml),3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T1-A02, T1-A27.",T1-R02 | T1-R09,T1-A02 | T1-A27,REVIEWED
FP-0072,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.qosDecs.gbrUl,SmPolicyDecision.qosDecs,gbrUl,OpenAPI leaf field,O/C,,BitRateRm (TS29571_CommonData.yaml),3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T1-A02, T1-A27.",T1-R02 | T1-R09,T1-A02 | T1-A27,REVIEWED
FP-0073,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.qosDecs.gbrDl,SmPolicyDecision.qosDecs,gbrDl,OpenAPI leaf field,O/C,,BitRateRm (TS29571_CommonData.yaml),3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T1-A02, T1-A27.",T1-R02 | T1-R09,T1-A02 | T1-A27,REVIEWED
FP-0074,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.qosDecs.arp.priorityLevel,SmPolicyDecision.qosDecs.arp,priorityLevel,OpenAPI leaf field,M,,ArpPriorityLevel,3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T1-A02.",T1-R02 | T1-R09,T1-A02,REVIEWED
FP-0075,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.qosDecs.arp.preemptCap,SmPolicyDecision.qosDecs.arp,preemptCap,OpenAPI leaf field,M,,PreemptionCapability,3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T1-A02.",T1-R02 | T1-R09,T1-A02,REVIEWED
FP-0076,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.qosDecs.arp.preemptVuln,SmPolicyDecision.qosDecs.arp,preemptVuln,OpenAPI leaf field,M,,PreemptionVulnerability,3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T1-A02.",T1-R02 | T1-R09,T1-A02,REVIEWED
FP-0077,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.qosDecs.qnc,SmPolicyDecision.qosDecs,qnc,OpenAPI leaf field,O/C,,boolean,3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T1-A02.",T1-R02 | T1-R09,T1-A02,REVIEWED
FP-0078,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.qosDecs.priorityLevel,SmPolicyDecision.qosDecs,priorityLevel,OpenAPI leaf field,O/C,,5QiPriorityLevelRm (TS29571_CommonData.yaml),3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T1-A02, T1-A27.",T1-R02 | T1-R09,T1-A02 | T1-A27,REVIEWED
FP-0079,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.qosDecs.averWindow,SmPolicyDecision.qosDecs,averWindow,OpenAPI leaf field,O/C,,AverWindowRm (TS29571_CommonData.yaml),3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T1-A02, T1-A27.",T1-R02 | T1-R09,T1-A02 | T1-A27,REVIEWED
FP-0080,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.qosDecs.maxDataBurstVol,SmPolicyDecision.qosDecs,maxDataBurstVol,OpenAPI leaf field,O/C,,MaxDataBurstVolRm (TS29571_CommonData.yaml),3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T1-A02, T1-A27.",T1-R02 | T1-R09,T1-A02 | T1-A27,REVIEWED
FP-0081,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.qosDecs.reflectiveQos,SmPolicyDecision.qosDecs,reflectiveQos,OpenAPI leaf field,O/C,,boolean,3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T1-A02.",T1-R02 | T1-R09,T1-A02,REVIEWED
FP-0082,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.qosDecs.sharingKeyDl,SmPolicyDecision.qosDecs,sharingKeyDl,OpenAPI leaf field,O/C,,string,3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T1-A02.",T1-R02 | T1-R09,T1-A02,REVIEWED
FP-0083,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.qosDecs.sharingKeyUl,SmPolicyDecision.qosDecs,sharingKeyUl,OpenAPI leaf field,O/C,,string,3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T1-A02.",T1-R02 | T1-R09,T1-A02,REVIEWED
FP-0084,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.qosDecs.maxPacketLossRateDl,SmPolicyDecision.qosDecs,maxPacketLossRateDl,OpenAPI leaf field,O/C,,PacketLossRateRm (TS29571_CommonData.yaml),3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T1-A02.",T1-R02 | T1-R09,T1-A02,REVIEWED
FP-0085,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.qosDecs.maxPacketLossRateUl,SmPolicyDecision.qosDecs,maxPacketLossRateUl,OpenAPI leaf field,O/C,,PacketLossRateRm (TS29571_CommonData.yaml),3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T1-A02.",T1-R02 | T1-R09,T1-A02,REVIEWED
FP-0086,T1,SmPolicyDecision,Canonical tree; Create response / Update response / UpdateNotify,SBI/OpenAPI,SmPolicyDecision.qosDecs.defQosFlowIndication,SmPolicyDecision.qosDecs,defQosFlowIndication,OpenAPI leaf field,O/C,,boolean,3GPP TS 29.512; TS 29.571; reachable Rel-17 imports,TS 29.512 V17.18.0; TS 29.571 V17.12.0,"TS 29.512 §§4.2, 5.6.2.4–5.6.2.14 and Annex A; imported common schemas",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T1-A02.",T1-R02 | T1-R09,T1-A02,REVIEWED
