scenario_id,surface,message,scenario_name,field_patterns,matched_field_count,matched_field_examples,field_mapping_mode,constraint_ids,attacker_nf,violated_invariants,candidate_class,implementation_priority,testbed_support_expectation,initial_validation_status,standard_basis,required_evidence,recommended_workload
T1-A37,T1,SmPolicyDecision (Create response / Update response / UpdateNotify),Policy-control-trigger manipulation,SmPolicyDecision\.policyCtrlReqTriggers$,1,SmPolicyDecision.policyCtrlReqTriggers,FIELD_AND_RELATION,T1-R12,V-PCF,"Fresh,Comp,Uniq",CONDITIONAL,P2,INVENTORY_REQUIRED,STD,3GPP TS 29.512 V17.18.0; TS 29.571 V17.12.0; TS 23.503 semantic context,N7 JSON before/after mutation; V-SMF parsed policy state; derived PFCP diff; Gy/OCS usage and charge; baseline/attack PCAP and logs,W6_DIFFERENTIATED_CONTEXT
T1-A38,T1,SmPolicyDecision (Create response / Update response / UpdateNotify),Last-requested usage/rule-data manipulation,SmPolicyDecision\.(lastReqRuleData|lastReqUsageData)\.,4,SmPolicyDecision.lastReqRuleData.refPccRuleIds | SmPolicyDecision.lastReqRuleData.reqData | SmPolicyDecision.lastReqUsageData.refUmIds | SmPolicyDecision.lastReqUsageData.allUmIds,FIELD_AND_RELATION,T1-R02 | T1-R03 | T1-R12,V-PCF,"Comp,Ctx,Fresh",CONDITIONAL,P2,INVENTORY_REQUIRED,STD,3GPP TS 29.512 V17.18.0; TS 29.571 V17.12.0; TS 23.503 semantic context,N7 JSON before/after mutation; V-SMF parsed policy state; derived PFCP diff; Gy/OCS usage and charge; baseline/attack PCAP and logs,W1_UL_ONLY
T1-A39,T1,SmPolicyDecision (Create response / Update response / UpdateNotify),PRA/location-context substitution,SmPolicyDecision\.praInfos\.,35,SmPolicyDecision.praInfos.praId | SmPolicyDecision.praInfos.additionalPraId | SmPolicyDecision.praInfos.presenceState | SmPolicyDecision.praInfos.trackingAreaList.plmnId.mcc | SmPolicyDecision.praInfos.trackingAreaList.plmnId.mnc | SmPolicyDecision.praInfos.trackingAreaList.tac | SmPolicyDecision.praInfos.trackingAreaList.nid | SmPolicyDecision.praInfos.ecgiList.plmnId.mcc,FIELD_AND_RELATION,T1-R06 | T1-R13,V-PCF,"Ctx,Auth",CONDITIONAL,P3,INVENTORY_REQUIRED,STD,3GPP TS 29.512 V17.18.0; TS 29.571 V17.12.0; TS 23.503 semantic context,N7 JSON before/after mutation; V-SMF parsed policy state; derived PFCP diff; Gy/OCS usage and charge; baseline/attack PCAP and logs,W6_DIFFERENTIATED_CONTEXT
T1-A40,T1,SmPolicyDecision (Create response / Update response / UpdateNotify),Traffic-control/steering accounting-path divergence,SmPolicyDecision\.traffContDecs\.(flowStatus|trafficSteeringPolId|routeToLocs|steerFun|steerMode|mulAccCtrl|traffCorreInd|simConnInd|simConnTerm),29,SmPolicyDecision.traffContDecs.flowStatus | SmPolicyDecision.traffContDecs.trafficSteeringPolIdDl | SmPolicyDecision.traffContDecs.trafficSteeringPolIdUl | SmPolicyDecision.traffContDecs.routeToLocs.dnai | SmPolicyDecision.traffContDecs.routeToLocs.routeInfo.ipv4Addr | SmPolicyDecision.traffContDecs.routeToLocs.routeInfo.ipv6Addr | SmPolicyDecision.traffContDecs.routeToLocs.routeInfo.portNumber | SmPolicyDecision.traffContDecs.routeToLocs.routeProfId,FIELD_AND_RELATION,T1-R04,V-PCF,"Uniq,Comp,Ctx,Deriv",CONDITIONAL,P3,INVENTORY_REQUIRED,STD,3GPP TS 29.512 V17.18.0; TS 29.571 V17.12.0; TS 23.503 semantic context,N7 JSON before/after mutation; V-SMF parsed policy state; derived PFCP diff; Gy/OCS usage and charge; baseline/attack PCAP and logs,W1_UL_ONLY
T1-A41,T1,SmPolicyDecision (Create response / Update response / UpdateNotify),SessionRule usage-monitoring reference removal/substitution,SmPolicyDecision\.sessRules\.(refUmData|refUmN3gData)$,2,SmPolicyDecision.sessRules.refUmData | SmPolicyDecision.sessRules.refUmN3gData,FIELD_AND_RELATION,T1-R03 | T1-R07,V-PCF,"Auth,Comp,Ctx",DIRECT,P1,INVENTORY_REQUIRED,STD,3GPP TS 29.512 V17.18.0 SessionRule and UsageMonitoringData; TS 23.503 semantic context,N7 JSON; V-SMF policy state; derived URR graph; usage report; CCR/OCS record; logs/PCAP,W1_UL_ONLY
T2-A01,T2,PFCP Session Establishment Request / PFCP Session Modification Request,Cross-session PFCP SEID substitution,PFCP Session (Establishment|Modification) Request\.PFCP Header\.seid$,2,PFCP Session Establishment Request.PFCP Header.seid | PFCP Session Modification Request.PFCP Header.seid,FIELD_AND_RELATION,T2-R01,V-SMF,"Ctx,Attr,Deriv",DIRECT,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.2, 7.5.2, 7.5.4, 8.2; TS 23.501/23.502/23.503 semantic context",N4 request bytes and decoded IE tree; UPF pre/post rule state; packet-to-PDR/URR mapping; PFCP usage reports; Gy/OCS usage; baseline/attack logs and PCAP,W3_ASYMMETRIC_UL_DL
T2-A02,T2,PFCP Session Establishment Request / PFCP Session Modification Request,PFCP rule-operation replay,PFCP Session (Establishment|Modification) Request\.PFCP Header\.(sequenceNumber|FO)$,4,PFCP Session Establishment Request.PFCP Header.FO | PFCP Session Establishment Request.PFCP Header.sequenceNumber | PFCP Session Modification Request.PFCP Header.FO | PFCP Session Modification Request.PFCP Header.sequenceNumber,FIELD_AND_RELATION,T2-R02 | T2-R16,V-SMF or intermediate host,"Fresh,Uniq,Deriv",DIRECT,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.2, 7.5.2, 7.5.4, 8.2; TS 23.501/23.502/23.503 semantic context",N4 request bytes and decoded IE tree; UPF pre/post rule state; packet-to-PDR/URR mapping; PFCP usage reports; Gy/OCS usage; baseline/attack logs and PCAP,W4_TWO_ACCOUNTING_BOUNDARIES
T2-A03,T2,PFCP Session Establishment Request / PFCP Session Modification Request,CP F-SEID or Node-ID ownership substitution,PFCP Session (Establishment|Modification) Request\.(CP F-SEID|Node ID)\. | PFCP Session (Establishment|Modification) Request\.PGW-C/SMF FQ- CSID$,20,PFCP Session Establishment Request.Node ID.nodeIdType | PFCP Session Establishment Request.Node ID.ipv4Address | PFCP Session Establishment Request.Node ID.ipv6Address | PFCP Session Establishment Request.Node ID.fqdn | PFCP Session Establishment Request.CP F-SEID.V4 | PFCP Session Establishment Request.CP F-SEID.V6 | PFCP Session Establishment Request.CP F-SEID.SEID | PFCP Session Establishment Request.CP F-SEID.ipv4Address,FIELD_AND_RELATION,T2-R03,V-SMF,"Ctx,Attr",DIRECT,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.2, 7.5.2, 7.5.4, 8.2; TS 23.501/23.502/23.503 semantic context",N4 request bytes and decoded IE tree; UPF pre/post rule state; packet-to-PDR/URR mapping; PFCP usage reports; Gy/OCS usage; baseline/attack logs and PCAP,W5_TWO_SUBSCRIBERS
T2-A04,T2,PFCP Session Establishment Request,Forged recovery timestamp resets rule/counter epoch,PFCP Session Establishment Request\.Recovery Time Stamp$ | PFCP Session Establishment Request\.PFCPSEReq- Flags\.RESTI$,2,PFCP Session Establishment Request.PFCPSEReq- Flags.RESTI | PFCP Session Establishment Request.Recovery Time Stamp,FIELD_AND_RELATION,T2-R20,V-SMF,"Fresh,Comp,Uniq",DIRECT,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.2, 7.5.2, 7.5.4, 8.2; TS 23.501/23.502/23.503 semantic context",N4 request bytes and decoded IE tree; UPF pre/post rule state; packet-to-PDR/URR mapping; PFCP usage reports; Gy/OCS usage; baseline/attack logs and PCAP,W7_TIME_BOUNDARY
T2-A05,T2,PFCP Session Establishment Request / PFCP Session Modification Request,PDR-ID collision or reuse,PFCP Session (Establishment|Modification) Request\.(Create|Update|Remove) PDR\.PDR ID\.pdrId$,4,PFCP Session Establishment Request.Create PDR.PDR ID.pdrId | PFCP Session Modification Request.Remove PDR.PDR ID.pdrId | PFCP Session Modification Request.Create PDR.PDR ID.pdrId | PFCP Session Modification Request.Update PDR.PDR ID.pdrId,FIELD_AND_RELATION,T2-R04 | T2-R16,V-SMF,"Uniq,Sem,Deriv",STRUCTURAL,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.2, 7.5.2, 7.5.4, 8.2; TS 23.501/23.502/23.503 semantic context",N4 request bytes and decoded IE tree; UPF pre/post rule state; packet-to-PDR/URR mapping; PFCP usage reports; Gy/OCS usage; baseline/attack logs and PCAP,W4_TWO_ACCOUNTING_BOUNDARIES
T2-A06,T2,PFCP Session Establishment Request / PFCP Session Modification Request,Duplicate semantic PDR installation,PFCP Session (Establishment|Modification) Request\.Create PDR\.,180,PFCP Session Establishment Request.Create PDR.PDR ID.pdrId | PFCP Session Establishment Request.Create PDR.Precedence.precedence | PFCP Session Establishment Request.Create PDR.PDI.Source Interface.interfaceValue | PFCP Session Establishment Request.Create PDR.PDI.Source Interface.interfaceType | PFCP Session Establishment Request.Create PDR.PDI.Local F-TEID.CHID | PFCP Session Establishment Request.Create PDR.PDI.Local F-TEID.CH | PFCP Session Establishment Request.Create PDR.PDI.Local F-TEID.V6 | PFCP Session Establishment Request.Create PDR.PDI.Local F-TEID.V4,FIELD_AND_RELATION,T2-R05 | T2-R24,V-SMF,"Uniq,Acc",DIRECT,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.2, 7.5.2, 7.5.4, 8.2; TS 23.501/23.502/23.503 semantic context",N4 request bytes and decoded IE tree; UPF pre/post rule state; packet-to-PDR/URR mapping; PFCP usage reports; Gy/OCS usage; baseline/attack logs and PCAP,W5_TWO_SUBSCRIBERS
T2-A07,T2,PFCP Session Establishment Request / PFCP Session Modification Request,SDF flow-description scope expansion,PFCP Session (Establishment|Modification) Request\.(Create|Update) PDR\.PDI\..*SDF Filter\.flowDescription$ | PFCP Session (Establishment|Modification) Request\.(Create|Update) PDR\.PDI\..*SDF Filter\.flowDescriptionLength$,12,PFCP Session Establishment Request.Create PDR.PDI.SDF Filter.flowDescriptionLength | PFCP Session Establishment Request.Create PDR.PDI.SDF Filter.flowDescription | PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.flowDescriptionLength | PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.flowDescription | PFCP Session Modification Request.Create PDR.PDI.SDF Filter.flowDescriptionLength | PFCP Session Modification Request.Create PDR.PDI.SDF Filter.flowDescription | PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.flowDescriptionLength | PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.flowDescription,FIELD_AND_RELATION,T2-R05,V-SMF,"Auth,Deriv",DIRECT,P0,EXISTING_POC_REGRESSION,PAR,"3GPP TS 29.244 V17.10.0 §§7.2, 7.5.2, 7.5.4, 8.2; TS 23.501/23.502/23.503 semantic context",N4 request bytes and decoded IE tree; UPF pre/post rule state; packet-to-PDR/URR mapping; PFCP usage reports; Gy/OCS usage; baseline/attack logs and PCAP,W3_ASYMMETRIC_UL_DL
T2-A08,T2,PFCP Session Establishment Request / PFCP Session Modification Request,SDF flag/length/payload semantic mismatch,PFCP Session (Establishment|Modification) Request\.(Create|Update) PDR\.PDI\..*SDF Filter\.(FD|TTC|SPI|FL|BID|flowDescriptionLength|flowDescription|tosTrafficClass|securityParameterIndex|flowLabel|sdfFilterId)$,66,PFCP Session Establishment Request.Create PDR.PDI.SDF Filter.BID | PFCP Session Establishment Request.Create PDR.PDI.SDF Filter.FL | PFCP Session Establishment Request.Create PDR.PDI.SDF Filter.SPI | PFCP Session Establishment Request.Create PDR.PDI.SDF Filter.TTC | PFCP Session Establishment Request.Create PDR.PDI.SDF Filter.FD | PFCP Session Establishment Request.Create PDR.PDI.SDF Filter.flowDescriptionLength | PFCP Session Establishment Request.Create PDR.PDI.SDF Filter.flowDescription | PFCP Session Establishment Request.Create PDR.PDI.SDF Filter.tosTrafficClass,FIELD_AND_RELATION,T2-R05,V-SMF,"Sem,Auth,Comp",STRUCTURAL,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.2, 7.5.2, 7.5.4, 8.2; TS 23.501/23.502/23.503 semantic context",N4 request bytes and decoded IE tree; UPF pre/post rule state; packet-to-PDR/URR mapping; PFCP usage reports; Gy/OCS usage; baseline/attack logs and PCAP,W4_TWO_ACCOUNTING_BOUNDARIES
T2-A09,T2,PFCP Session Establishment Request / PFCP Session Modification Request,UE-IP address/prefix/direction substitution,PFCP Session (Establishment|Modification) Request\.(Create|Update) PDR\.PDI\.UE IP address\.,27,PFCP Session Establishment Request.Create PDR.PDI.UE IP address.CHV6 | PFCP Session Establishment Request.Create PDR.PDI.UE IP address.IPV6D | PFCP Session Establishment Request.Create PDR.PDI.UE IP address.SD | PFCP Session Establishment Request.Create PDR.PDI.UE IP address.V4 | PFCP Session Establishment Request.Create PDR.PDI.UE IP address.V6 | PFCP Session Establishment Request.Create PDR.PDI.UE IP address.ipv4Address | PFCP Session Establishment Request.Create PDR.PDI.UE IP address.ipv6Address | PFCP Session Establishment Request.Create PDR.PDI.UE IP address.ipv6PrefixDelegationBits,FIELD_AND_RELATION,T2-R05 | T2-R19,V-SMF,"Attr,Ctx,Auth,Comp",DIRECT,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.2, 7.5.2, 7.5.4, 8.2; TS 23.501/23.502/23.503 semantic context",N4 request bytes and decoded IE tree; UPF pre/post rule state; packet-to-PDR/URR mapping; PFCP usage reports; Gy/OCS usage; baseline/attack logs and PCAP,W5_TWO_SUBSCRIBERS
T2-A10,T2,PFCP Session Establishment Request / PFCP Session Modification Request,Source-interface substitution,PFCP Session (Establishment|Modification) Request\.(Create|Update) PDR\.PDI\.Source Interface\.,6,PFCP Session Establishment Request.Create PDR.PDI.Source Interface.interfaceValue | PFCP Session Establishment Request.Create PDR.PDI.Source Interface.interfaceType | PFCP Session Modification Request.Create PDR.PDI.Source Interface.interfaceValue | PFCP Session Modification Request.Create PDR.PDI.Source Interface.interfaceType | PFCP Session Modification Request.Update PDR.PDI.Source Interface.interfaceValue | PFCP Session Modification Request.Update PDR.PDI.Source Interface.interfaceType,FIELD_AND_RELATION,T2-R05,V-SMF,"Sem,Ctx,Comp",DIRECT,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.2, 7.5.2, 7.5.4, 8.2; TS 23.501/23.502/23.503 semantic context",N4 request bytes and decoded IE tree; UPF pre/post rule state; packet-to-PDR/URR mapping; PFCP usage reports; Gy/OCS usage; baseline/attack logs and PCAP,W3_ASYMMETRIC_UL_DL
T2-A11,T2,PFCP Session Establishment Request / PFCP Session Modification Request,PDI Network-Instance/DNN substitution,PFCP Session (Establishment|Modification) Request\.(Create|Update) PDR\.PDI\.Network Instance\.(length|apnOrDnn)$,6,PFCP Session Establishment Request.Create PDR.PDI.Network Instance.length | PFCP Session Establishment Request.Create PDR.PDI.Network Instance.apnOrDnn | PFCP Session Modification Request.Create PDR.PDI.Network Instance.length | PFCP Session Modification Request.Create PDR.PDI.Network Instance.apnOrDnn | PFCP Session Modification Request.Update PDR.PDI.Network Instance.length | PFCP Session Modification Request.Update PDR.PDI.Network Instance.apnOrDnn,FIELD_AND_RELATION,T2-R05 | T2-R19,V-SMF,"Ctx,Auth,Attr",CONDITIONAL,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.2, 7.5.2, 7.5.4, 8.2; TS 23.501/23.502/23.503 semantic context",N4 request bytes and decoded IE tree; UPF pre/post rule state; packet-to-PDR/URR mapping; PFCP usage reports; Gy/OCS usage; baseline/attack logs and PCAP,W6_DIFFERENTIATED_CONTEXT
T2-A12,T2,PFCP Session Establishment Request / PFCP Session Modification Request,PDI Application-ID substitution,PFCP Session (Establishment|Modification) Request\.(Create|Update) PDR\.PDI\.Application ID$,3,PFCP Session Establishment Request.Create PDR.PDI.Application ID | PFCP Session Modification Request.Create PDR.PDI.Application ID | PFCP Session Modification Request.Update PDR.PDI.Application ID,FIELD_AND_RELATION,T2-R05 | T2-R19,V-SMF,"Ctx,Attr,Auth",CONDITIONAL,P2,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.2, 7.5.2, 7.5.4, 8.2; TS 23.501/23.502/23.503 semantic context",N4 request bytes and decoded IE tree; UPF pre/post rule state; packet-to-PDR/URR mapping; PFCP usage reports; Gy/OCS usage; baseline/attack logs and PCAP,W6_DIFFERENTIATED_CONTEXT
T2-A13,T2,PFCP Session Establishment Request / PFCP Session Modification Request,Ethernet packet-filter scope expansion,PFCP Session (Establishment|Modification) Request\.(Create|Update) PDR\.PDI\.Ethernet Packet Filter\.,51,PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.Ethernet Filter ID | PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.Ethernet Filter Properties | PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.MAC address | PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.Ethertype | PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.C-TAG | PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.S-TAG | PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.BID | PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.FL,FIELD_AND_RELATION,T2-R05,V-SMF,"Auth,Attr,Ctx",CONDITIONAL,P2,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.2, 7.5.2, 7.5.4, 8.2; TS 23.501/23.502/23.503 semantic context",N4 request bytes and decoded IE tree; UPF pre/post rule state; packet-to-PDR/URR mapping; PFCP usage reports; Gy/OCS usage; baseline/attack logs and PCAP,W3_ASYMMETRIC_UL_DL
T2-A14,T2,PFCP Session Establishment Request / PFCP Session Modification Request,PDI QFI selector substitution,PFCP Session (Establishment|Modification) Request\.(Create|Update) PDR\.PDI\.QFI$,3,PFCP Session Establishment Request.Create PDR.PDI.QFI | PFCP Session Modification Request.Create PDR.PDI.QFI | PFCP Session Modification Request.Update PDR.PDI.QFI,FIELD_AND_RELATION,T2-R05 | T2-R08 | T2-R22,V-SMF,"Ctx,Attr,Auth",CONDITIONAL,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.2, 7.5.2, 7.5.4, 8.2; TS 23.501/23.502/23.503 semantic context",N4 request bytes and decoded IE tree; UPF pre/post rule state; packet-to-PDR/URR mapping; PFCP usage reports; Gy/OCS usage; baseline/attack logs and PCAP,W6_DIFFERENTIATED_CONTEXT
T2-A15,T2,PFCP Session Establishment Request / PFCP Session Modification Request,Traffic-endpoint reference substitution,PFCP Session (Establishment|Modification) Request\.(Create|Update) PDR\.PDI\.Traffic Endpoint ID$ | PFCP Session (Establishment|Modification) Request\.(Create|Update) PDR\.PDI\.(Local F-TEID|Redundant Transmission Detection Parameters)\.,57,PFCP Session Establishment Request.Create PDR.PDI.Local F-TEID.CHID | PFCP Session Establishment Request.Create PDR.PDI.Local F-TEID.CH | PFCP Session Establishment Request.Create PDR.PDI.Local F-TEID.V6 | PFCP Session Establishment Request.Create PDR.PDI.Local F-TEID.V4 | PFCP Session Establishment Request.Create PDR.PDI.Local F-TEID.TEID | PFCP Session Establishment Request.Create PDR.PDI.Local F-TEID.ipv4Address | PFCP Session Establishment Request.Create PDR.PDI.Local F-TEID.ipv6Address | PFCP Session Establishment Request.Create PDR.PDI.Local F-TEID.chooseId,FIELD_AND_RELATION,T2-R05 | T2-R09,V-SMF,"Ctx,Attr,Comp",CONDITIONAL,P2,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.2, 7.5.2, 7.5.4, 8.2; TS 23.501/23.502/23.503 semantic context",N4 request bytes and decoded IE tree; UPF pre/post rule state; packet-to-PDR/URR mapping; PFCP usage reports; Gy/OCS usage; baseline/attack logs and PCAP,W3_ASYMMETRIC_UL_DL
T2-A16,T2,PFCP Session Establishment Request / PFCP Session Modification Request,"Multicast, DNS, or framed-route selector expansion",PFCP Session (Establishment|Modification) Request\.(Create|Update) PDR\.PDI\.(IP Multicast Addressing Info|DNS Query Filter|Framed-Route|Framed-Routing|Framed-IPv6- Route),18,PFCP Session Establishment Request.Create PDR.PDI.Framed-Route | PFCP Session Establishment Request.Create PDR.PDI.Framed-Routing | PFCP Session Establishment Request.Create PDR.PDI.Framed-IPv6- Route | PFCP Session Establishment Request.Create PDR.PDI.IP Multicast Addressing Info.IP Multicast Address | PFCP Session Establishment Request.Create PDR.PDI.IP Multicast Addressing Info.Source IP Address | PFCP Session Establishment Request.Create PDR.PDI.DNS Query Filter | PFCP Session Modification Request.Create PDR.PDI.Framed-Route | PFCP Session Modification Request.Create PDR.PDI.Framed-Routing,FIELD_AND_RELATION,T2-R05,V-SMF,"Auth,Ctx",CONDITIONAL,P3,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.2, 7.5.2, 7.5.4, 8.2; TS 23.501/23.502/23.503 semantic context",N4 request bytes and decoded IE tree; UPF pre/post rule state; packet-to-PDR/URR mapping; PFCP usage reports; Gy/OCS usage; baseline/attack logs and PCAP,W3_ASYMMETRIC_UL_DL
T2-A17,T2,PFCP Session Establishment Request / PFCP Session Modification Request,PDR precedence manipulation,PFCP Session (Establishment|Modification) Request\.(Create|Update) PDR\.Precedence\.precedence$,3,PFCP Session Establishment Request.Create PDR.Precedence.precedence | PFCP Session Modification Request.Create PDR.Precedence.precedence | PFCP Session Modification Request.Update PDR.Precedence.precedence,FIELD_AND_RELATION,T2-R05,V-SMF,"Auth,Comp,Ctx",DIRECT,P0,EXISTING_POC_REGRESSION,PAR/E2E,"3GPP TS 29.244 V17.10.0 §§7.2, 7.5.2, 7.5.4, 8.2; TS 23.501/23.502/23.503 semantic context",N4 request bytes and decoded IE tree; UPF pre/post rule state; packet-to-PDR/URR mapping; PFCP usage reports; Gy/OCS usage; baseline/attack logs and PCAP,W3_ASYMMETRIC_UL_DL
T2-A18,T2,PFCP Session Establishment Request / PFCP Session Modification Request,PDR activation/deactivation time manipulation,PFCP Session (Establishment|Modification) Request\.(Create|Update) PDR\.(Activation Time|Deactivation Time)$,6,PFCP Session Establishment Request.Create PDR.Activation Time | PFCP Session Establishment Request.Create PDR.Deactivation Time | PFCP Session Modification Request.Create PDR.Activation Time | PFCP Session Modification Request.Create PDR.Deactivation Time | PFCP Session Modification Request.Update PDR.Activation Time | PFCP Session Modification Request.Update PDR.Deactivation Time,FIELD_AND_RELATION,T2-R23,V-SMF,"Auth,Comp,Fresh",CONDITIONAL,P2,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.2, 7.5.2, 7.5.4, 8.2; TS 23.501/23.502/23.503 semantic context",N4 request bytes and decoded IE tree; UPF pre/post rule state; packet-to-PDR/URR mapping; PFCP usage reports; Gy/OCS usage; baseline/attack logs and PCAP,W6_DIFFERENTIATED_CONTEXT
